"sensorID","sampleNo","DateTime","temp","result_value","unit","parameter","region","transect","plot","tidal","Date_formatted","Year","DOY"
21445979,1,"3/9/23 13:52",31.08,1130,"uS/CM","SpC","WLD","Old","5","subtidal",2023-03-09 13:52:00,2023,68
21445979,2,"3/9/23 14:07",35.56,4,"uS/CM","SpC","WLD","Old","5","subtidal",2023-03-09 14:07:00,2023,68
21445979,3,"3/9/23 14:22",22.38,1920.4,"uS/CM","SpC","WLD","Old","5","subtidal",2023-03-09 14:22:00,2023,68
21445979,4,"3/9/23 14:37",22.13,1872.1,"uS/CM","SpC","WLD","Old","5","subtidal",2023-03-09 14:37:00,2023,68
21445979,5,"3/9/23 14:52",22.06,1849.5,"uS/CM","SpC","WLD","Old","5","subtidal",2023-03-09 14:52:00,2023,68
21445979,6,"3/9/23 15:07",21.93,1828.8,"uS/CM","SpC","WLD","Old","5","subtidal",2023-03-09 15:07:00,2023,68
21445979,7,"3/9/23 15:22",21.84,1814.9,"uS/CM","SpC","WLD","Old","5","subtidal",2023-03-09 15:22:00,2023,68
21445979,8,"3/9/23 15:37",21.78,1803.4,"uS/CM","SpC","WLD","Old","5","subtidal",2023-03-09 15:37:00,2023,68
21445979,9,"3/9/23 15:52",21.74,1795,"uS/CM","SpC","WLD","Old","5","subtidal",2023-03-09 15:52:00,2023,68
21445979,10,"3/9/23 16:07",21.72,1787.7,"uS/CM","SpC","WLD","Old","5","subtidal",2023-03-09 16:07:00,2023,68
21445979,11,"3/9/23 16:22",21.69,1781,"uS/CM","SpC","WLD","Old","5","subtidal",2023-03-09 16:22:00,2023,68
21445979,12,"3/9/23 16:37",21.67,1775,"uS/CM","SpC","WLD","Old","5","subtidal",2023-03-09 16:37:00,2023,68
21445979,13,"3/9/23 16:52",21.65,1770.3,"uS/CM","SpC","WLD","Old","5","subtidal",2023-03-09 16:52:00,2023,68
21445979,14,"3/9/23 17:07",21.64,1767,"uS/CM","SpC","WLD","Old","5","subtidal",2023-03-09 17:07:00,2023,68
21445979,15,"3/9/23 17:22",21.63,1764.4,"uS/CM","SpC","WLD","Old","5","subtidal",2023-03-09 17:22:00,2023,68
21445979,16,"3/9/23 17:37",21.62,1762.3,"uS/CM","SpC","WLD","Old","5","subtidal",2023-03-09 17:37:00,2023,68
21445979,17,"3/9/23 17:52",21.6,1760.2,"uS/CM","SpC","WLD","Old","5","subtidal",2023-03-09 17:52:00,2023,68
21445979,18,"3/9/23 18:07",21.59,1759.4,"uS/CM","SpC","WLD","Old","5","subtidal",2023-03-09 18:07:00,2023,68
21445979,19,"3/9/23 18:22",21.59,1758.1,"uS/CM","SpC","WLD","Old","5","subtidal",2023-03-09 18:22:00,2023,68
21445979,20,"3/9/23 18:37",21.58,1757.7,"uS/CM","SpC","WLD","Old","5","subtidal",2023-03-09 18:37:00,2023,68
21445979,21,"3/9/23 18:52",21.58,1757.7,"uS/CM","SpC","WLD","Old","5","subtidal",2023-03-09 18:52:00,2023,68
21445979,22,"3/9/23 19:07",21.58,1757.3,"uS/CM","SpC","WLD","Old","5","subtidal",2023-03-09 19:07:00,2023,68
21445979,23,"3/9/23 19:22",21.58,1758.1,"uS/CM","SpC","WLD","Old","5","subtidal",2023-03-09 19:22:00,2023,68
21445979,24,"3/9/23 19:37",21.58,1759,"uS/CM","SpC","WLD","Old","5","subtidal",2023-03-09 19:37:00,2023,68
21445979,25,"3/9/23 19:52",21.58,1759.8,"uS/CM","SpC","WLD","Old","5","subtidal",2023-03-09 19:52:00,2023,68
21445979,26,"3/9/23 20:07",21.58,1760.7,"uS/CM","SpC","WLD","Old","5","subtidal",2023-03-09 20:07:00,2023,68
21445979,27,"3/9/23 20:22",21.59,1760.6,"uS/CM","SpC","WLD","Old","5","subtidal",2023-03-09 20:22:00,2023,68
