#,"Date Time, GMT-05:00","Full Range, μS/cm","Temp, °C",sensorID
1,3/9/23 13:46,1112.4,30.79,21445985
2,3/9/23 14:01,1264.2,21.22,21445985
3,3/9/23 14:16,1250.8,20.81,21445985
4,3/9/23 14:31,1248.8,20.74,21445985
5,3/9/23 14:46,1248,20.69,21445985
6,3/9/23 15:01,1247.2,20.65,21445985
7,3/9/23 15:16,1246.8,20.64,21445985
8,3/9/23 15:31,1245.9,20.63,21445985
9,3/9/23 15:46,1245.5,20.61,21445985
10,3/9/23 16:01,1244.7,20.6,21445985
11,3/9/23 16:16,1244.7,20.6,21445985
12,3/9/23 16:31,1244.3,20.59,21445985
13,3/9/23 16:46,1244.3,20.59,21445985
14,3/9/23 17:01,1243.5,20.57,21445985
15,3/9/23 17:16,1243.5,20.57,21445985
16,3/9/23 17:31,1243.5,20.57,21445985
17,3/9/23 17:46,1243.5,20.57,21445985
18,3/9/23 18:01,1242.6,20.57,21445985
19,3/9/23 18:16,1242.6,20.56,21445985
20,3/9/23 18:31,1242.6,20.56,21445985
21,3/9/23 18:46,1242.2,20.56,21445985
22,3/9/23 19:01,1242.2,20.56,21445985
23,3/9/23 19:16,1242.6,20.56,21445985
24,3/9/23 19:31,1242.2,20.56,21445985
25,3/9/23 19:46,1241.8,20.56,21445985
26,3/9/23 20:01,1241.8,20.56,21445985
27,3/9/23 20:16,1241.4,20.56,21445985
28,3/9/23 20:31,1241.4,20.55,21445985
29,3/9/23 20:46,1241.4,20.56,21445985
30,3/9/23 21:01,1241.4,20.56,21445985
31,3/9/23 21:16,1241.4,20.55,21445985
32,3/9/23 21:31,1241.4,20.56,21445985
33,3/9/23 21:46,1241,20.56,21445985
34,3/9/23 22:01,1241.4,20.56,21445985
35,3/9/23 22:16,1241.4,20.56,21445985
36,3/9/23 22:31,1241.4,20.56,21445985
37,3/9/23 22:46,1241.4,20.56,21445985
38,3/9/23 23:01,1242.2,20.56,21445985
39,3/9/23 23:16,1241.8,20.56,21445985
40,3/9/23 23:31,1241.8,20.56,21445985
41,3/9/23 23:46,1242.2,20.56,21445985
42,3/10/23 00:01,1242.6,20.57,21445985
43,3/10/23 00:16,1242.2,20.57,21445985
44,3/10/23 00:31,1242.6,20.57,21445985
45,3/10/23 00:46,1242.6,20.57,21445985
46,3/10/23 01:01,1242.6,20.57,21445985
47,3/10/23 01:16,1242.6,20.57,21445985
48,3/10/23 01:31,1242.6,20.57,21445985
49,3/10/23 01:46,1243.5,20.57,21445985
50,3/10/23 02:01,1243.5,20.59,21445985
51,3/10/23 02:16,1243.5,20.59,21445985
52,3/10/23 02:31,1243.5,20.59,21445985
53,3/10/23 02:46,1242.6,20.59,21445985
54,3/10/23 03:01,1243.5,20.59,21445985
55,3/10/23 03:16,1243.4,20.6,21445985
56,3/10/23 03:31,1243.4,20.6,21445985
57,3/10/23 03:46,1243.4,20.6,21445985
58,3/10/23 04:01,1243.4,20.6,21445985
59,3/10/23 04:16,1243.4,20.6,21445985
60,3/10/23 04:31,1243.4,20.61,21445985
61,3/10/23 04:46,1243.4,20.61,21445985
62,3/10/23 05:01,1243.4,20.61,21445985
63,3/10/23 05:16,1243.4,20.61,21445985
64,3/10/23 05:31,1243.4,20.61,21445985
65,3/10/23 05:46,1243.4,20.63,21445985
66,3/10/23 06:01,1243,20.63,21445985
67,3/10/23 06:16,1243.4,20.63,21445985
68,3/10/23 06:31,1243.4,20.63,21445985
69,3/10/23 06:46,1243.8,20.63,21445985
70,3/10/23 07:01,1243.4,20.64,21445985
71,3/10/23 07:16,1243.4,20.64,21445985
72,3/10/23 07:31,1243.4,20.64,21445985
73,3/10/23 07:46,1243.4,20.64,21445985
74,3/10/23 08:01,1243.8,20.64,21445985
